voltage_mean,voltage_std,voltage_min,voltage_max,current_mean,current_std,current_min,current_max,temperature_mean,temperature_std,temperature_min,temperature_max,capacity,duration,battery_id,cycle_index
3.4614155612128847,0.2705052789783543,2.129158438168119,4.186140431282269,-1.8939211913974323,0.4723357805350859,-2.014638801503157,0.0017182819450348265,30.57466734048236,3.1918892910239602,22.916770992915133,36.717449850963185,1.7287126633755356,3360.922,B0042,2
3.4852386922159138,0.2514380040078996,2.1712317301519577,4.187001880186287,-1.919584179064593,0.4209678123945014,-2.0148053114573066,-0.00020116620562418,29.95773352180402,3.096888455125318,22.539912627969,35.70113647811508,1.7314706281853145,3289.406,B0042,4
3.488650146996854,0.25477926259745626,2.0952902803723332,4.187021318592124,-1.9414451091961449,0.3704487390956388,-2.015434761164688,0.0020564914579724422,29.657371849977196,3.124935777880404,22.253302549270135,35.604456217007545,1.7282350363146088,3244.797,B0042,6
3.4946031502677606,0.2467290648407982,2.1366970037230573,4.186893543931745,-1.952411218384564,0.3415437066969632,-2.0155565107237616,-0.0001845581676960956,29.58111945436258,3.1570438507854934,22.14576006233928,35.76285352997919,1.720344742291621,3211.438,B0042,8
3.5041466859903747,0.24091901771633753,2.168073033459323,4.187506351946306,-1.9696086717857546,0.28961726206561267,-2.015995237854003,-0.0003839805140552891,29.852452033753185,3.1497833147068035,22.50193566756556,36.007677297437105,1.7221734367707637,3175.594,B0042,10
3.5813916541827884,0.14286703134530435,3.3813406435619986,4.182774174856053,-1.9976081862271116,0.1711468163001041,-2.0156141177062725,-0.0014793412116017486,29.44940696187815,2.591172847601329,23.09569830656804,33.431937420119205,0.0,2646.625,B0042,14
3.511927235956774,0.23953157661497415,2.139145470034486,4.186160728297307,-1.9934476128094072,0.19342590539737428,-2.0146673758608302,-0.0016426030143646974,30.133153080135422,2.9843548913155638,23.133782244082017,36.26317829568585,1.708669577331945,3121.672,B0042,16
3.509889497883845,0.24278674724427052,2.0578186631112567,4.185572306171051,-1.9997503053848376,0.15902845326681167,-2.016448918600222,-0.0016062938841261412,29.740453708978055,3.0130255594415125,22.667392403357333,35.7623078299739,1.7036476485918646,3102.937,B0042,18
3.508503301766948,0.24062202480831274,2.0659696365057045,4.185230831091511,-1.9995857055614814,0.15988744696965598,-2.016370882539026,-0.002244777297343679,29.503354124651093,3.0401427843799715,22.397436866058804,35.6522927277619,1.6958375743577971,3089.437,B0042,20
3.5093738486555153,0.23524713873834924,2.1287000635251876,4.185842765241663,-1.999480712152978,0.1608172467116979,-2.0173293605362743,-0.0001720142145016335,29.324509292718897,3.0736694792526715,22.15647191474241,35.46408341742395,1.6949064846676911,3077.75,B0042,22
