voltage_mean,voltage_std,voltage_min,voltage_max,current_mean,current_std,current_min,current_max,temperature_mean,temperature_std,temperature_min,temperature_max,capacity,duration,battery_id,cycle_index
3.5275462263272543,0.2356155544529411,2.4721608434600437,4.188195942647034,-1.9541761960216968,0.32755521190017756,-2.012995081928318,0.001459080605681204,31.773285281389256,3.3892433008816,23.8195202516044,38.10180309676608,1.8550045207910817,3434.891,B0018,2
3.534835576186522,0.23789656784178786,2.4114381994148304,4.186703558364525,-1.9474374301153292,0.34474912073135366,-2.012643873951446,0.0031077708566253433,31.924891594728642,3.2752302224155914,24.314787074430125,38.14987995994155,1.8431955317089987,3425.485,B0018,6
3.538246596159443,0.23728971261206758,2.394395968141027,4.188811210133346,-1.9520511323479741,0.33092880126857177,-2.0118244627327857,0.0021731033544040283,31.31691283374216,3.2627553263141578,23.74169210144422,37.5266914843442,1.8396018424355423,3410.375,B0018,10
3.537697945111872,0.23668744588744997,2.3999481734774424,4.188875360300162,-1.9460914562122762,0.3479124254783602,-2.0135271229076634,0.0019898436251189404,30.821190751176527,3.286261154647626,23.227856809949373,37.06279237079503,1.8306736044962053,3404.719,B0018,14
3.542667604586918,0.2394353252581165,2.3851461229395867,4.189908817357781,-1.9412796601390512,0.3634908467567985,-2.014479287336525,0.001791496299138119,31.95346971511436,3.299128199072179,24.414641711593454,38.2110354381278,1.8327002069419656,3417.641,B0018,17
3.5451037330477333,0.24110752752449982,2.3716770708389117,4.190509582057232,-1.9400338819083036,0.36496332223544575,-2.01246830059768,0.002663054224170818,32.02311236185272,3.208976723644848,24.695286535085184,38.17496505957075,1.8285288846046388,3411.766,B0018,19
3.5475142438631493,0.2318511800008401,2.4964491577040793,4.1903241054041,-1.9335667184847714,0.3808832811419138,-2.0129654127777004,0.0024302706501015303,31.634533158077694,3.1972191610410667,24.31366014142129,37.64038685475582,1.8212011895697924,3399.516,B0018,21
3.544812433691423,0.2359561532347725,2.4374506721131883,4.190302498850287,-1.9332161326561408,0.3824771942488669,-2.0253396376938984,0.007315177847634387,31.288194921595714,3.2292773880953023,23.917267950078497,37.37602884738843,1.8151700106433282,3388.75,B0018,23
3.5434780274164095,0.23682620647693875,2.4152206992194847,4.188517549229078,-1.9325959489970461,0.3841188149850458,-2.0164107237206794,0.0013308719123062843,31.11122470608501,3.2781775320054463,23.654641102277676,37.28928029078695,1.8042980520967649,3380.406,B0018,26
3.543133206790044,0.2397794991641069,2.377432309524995,4.191794143442699,-1.9387520938161948,0.36905252794524707,-2.0137948590788683,0.0019160597964111145,31.13166983979621,3.332242371690498,23.598003231352457,37.52377766578506,1.8231002302844226,3404.141,B0018,29
3.545155146280937,0.2394912052033424,2.3887487262583647,4.190699409462101,-1.9319248326301843,0.38518004774627046,-2.0130992718348324,0.0028767662739353694,31.51305775907457,3.2605514489475476,24.126322531318674,37.72420412562674,1.8121253520255494,3396.141,B0018,31
3.545032366549762,0.23636543687105385,2.432289857016922,4.1902633112754275,-1.9249594896453863,0.4008923507156673,-2.012646457499825,0.002628201879030579,31.31102568785445,3.221069707400618,24.009919830527505,37.41366095304306,1.8046916382117766,3384.094,B0018,33
3.5440892170496827,0.23152309725169407,2.497495633221204,4.18970538556629,-1.9179528942264992,0.41604798160412765,-2.011939908405691,0.003204989680715983,30.893964711700164,3.2329854477192024,23.551364638150325,36.94724908852665,1.790844349786295,3370.656,B0018,35
3.541317108618481,0.23215997251902853,2.478768686108376,4.188354430914051,-1.917373033348097,0.41771515683186444,-2.013704827395307,0.0038464738146169104,30.540598970902945,3.289215654112624,23.09050168217513,36.707091312059944,1.783470722841926,3357.797,B0018,38
3.541197979542517,0.23984848741538095,2.3858494078680206,4.193543208571066,-1.9180652422275581,0.41851037792194934,-2.0130040542547274,0.001982013280312633,30.82566018736547,3.353002685245749,23.303464882146475,37.13061214416645,1.7809386125310702,3363.015,B0018,41
3.541255460524434,0.24107515468634144,2.372854084449551,4.190238041929225,-1.9106033469326071,0.4333538762209249,-2.0147841532663255,0.0020341106534608818,31.451400678644536,3.325243999668731,24.000119916961825,37.686600065941576,1.771209039672698,3357.734,B0018,43
3.5427478949705886,0.23851613291467513,2.4086912736769084,4.19075698083662,-1.909404549449075,0.4345292193646614,-2.0129355983090056,0.0030576354902658847,31.518847747922937,3.2500563963932576,24.22294874000798,37.633580732302406,1.7686303996707076,3344.187,B0018,45
3.541251093602656,0.23208831014050751,2.496331992137246,4.189715378549557,-1.8960567702455413,0.4608372568983002,-2.0117266911103093,0.005725980789228198,31.11237289077096,3.2602557029885486,23.79566158754756,37.15252578645951,1.7536304801917124,3339.969,B0018,47
3.5350260562177453,0.23636791212783306,2.4199896352919668,4.187635645163932,-1.8948411660605735,0.46289745724666687,-2.012077515518729,0.003541070186068654,30.586452588663985,3.3321205431155807,23.127324953354822,36.78829001793698,1.7462197416415093,3327.641,B0018,50
3.5326627624319777,0.24166851701811512,2.3587321881999297,4.191004692440202,-1.90021436299665,0.4524585670439338,-2.011349710066744,0.0036253848491611656,30.242913021104116,3.3512442282208244,22.780967262070938,36.541146197392216,1.7376647337053737,3312.844,B0018,53
3.5333109441755526,0.2353392099181246,2.4458096660548825,4.1906972904216495,-1.8936767267608487,0.46616024714206783,-2.0122749284189503,0.0031433432763886223,30.10270376338569,3.377498800277712,22.578707611599036,36.372087786130464,1.7315166735475835,3302.031,B0018,55
3.52738705832889,0.23900387966523803,2.3808537751929744,4.185877977731026,-1.8739718829459886,0.5016651228882696,-2.012448687975656,0.002668820853540544,30.251184852221932,3.396238619784166,22.714077867822585,36.52608510498833,1.7085949894470602,3305.547,B0018,57
3.5296025965720452,0.23587487275103497,2.436955746154759,4.188109147549676,-1.8791764961687347,0.4927171230526787,-2.012334644346066,0.0029159205825874746,30.212407704391104,3.4037650864430775,22.65890518865621,36.476252762052624,1.711469957068211,3289.562,B0018,59
