voltage_mean,voltage_std,voltage_min,voltage_max,current_mean,current_std,current_min,current_max,temperature_mean,temperature_std,temperature_min,temperature_max,capacity,duration,battery_id,cycle_index,soh,rul_cycles
3.52982866886934,0.2359570706808563,2.612467347907089,4.191491807505295,-1.8187019641679727,0.593546181674474,-2.0180146876333027,0.0007285852728454,32.572328114029,3.4869204762216834,24.325993424022467,38.98218133148803,1.8564874208181572,3690.234,B0005,1,1.0,354
3.5373201277859714,0.2347649292859221,2.587208728940726,4.189773213846608,-1.817559850661287,0.5951796218062511,-2.016820542901454,0.0029274033590803,32.72523522519307,3.426734226466466,24.685948163596,39.03339796678704,1.846327249719927,3672.344,B0005,3,0.9945272071416715,352
3.5437367282719,0.2275254354967308,2.65191689384378,4.188186735991303,-1.816486541884096,0.5964980204475099,-2.016573862170142,0.001483676365228,32.64286193755933,3.379475042762775,24.7342661639544,38.81879668981741,1.835349194223408,3651.641,B0005,5,0.9886138595081707,350
3.5436661072601456,0.2327443172418253,2.592947964776547,4.188461118855572,-1.8255891938692528,0.5834624841611844,-2.0159359571668354,0.0015470119527235,32.51487646204882,3.3865437316993527,24.65224374129252,38.7623045063458,1.8352625275821128,3631.563,B0005,7,0.9885671763794174,348
3.5423432526672167,0.2366885716567803,2.547419651124539,4.188298524761055,-1.8261139590277584,0.5834685498827803,-2.017425579158831,0.0017014548245034,32.38234901543077,3.3958806914600226,24.518700434435164,38.66539257343368,1.8346455082120416,3629.172,B0005,9,0.9882348178817771,346
3.541334734634757,0.2393162599829323,2.5209480504077413,4.188815807948604,-1.8168108743168805,0.5967015706365189,-2.0162347618032066,0.0024899497555445,32.43418218230641,3.4173255675455376,24.51442664842638,38.75169504640032,1.8356616600675493,3652.281,B0005,11,0.9887821697485943,344
3.541025049507521,0.2425153341196382,2.487927319492314,4.18839163793879,-1.816791144707133,0.5964919190059063,-2.01583310669507,0.0023142958827398,32.480416444757985,3.419542558294876,24.575581239008407,38.8207012322275,1.8351461429226603,3650.828,B0005,13,0.9885044855913477,342
3.554133296801584,0.2273125109616539,2.665204904745877,4.188927891511958,-1.844341212075406,0.5573831672048897,-2.0166395518034546,0.0022276160569156,32.41046186109587,3.3516161723228617,24.71132429046902,38.51713023385634,1.8257567905665535,3572.453,B0005,15,0.9834468955151549,340
3.5529355991467955,0.2324538495076242,2.603858472633368,4.189029250882121,-1.853972745505648,0.5424840616663397,-2.018357230695621,0.0054010283210214,32.3461408313,3.3724043396197616,24.628487294051176,38.526267904657,1.8247738529891333,3550.594,B0005,17,0.9829174345738105,338
3.5512057319377,0.2367287014754214,2.552853984885676,4.189223427076418,-1.853589933851096,0.5423346882876612,-2.016071837814984,0.0030191479674457,32.27679750791685,3.384318782535614,24.561560340089137,38.52698128472781,1.824613268496936,3551.25,B0005,19,0.9828309354731991,336
3.549292319740949,0.2430973444996006,2.472448301852732,4.188916055911241,-1.863380178294828,0.5267409991401001,-2.0160713863396573,0.0026264001899385,32.15709350345252,3.4192563180601603,24.43128509546442,38.54143406601644,1.8246195526864504,3530.25,B0005,21,0.9828343204622079,334
3.559759220648976,0.2288618517595794,2.64956413267546,4.189876247266316,-1.872968810287894,0.5116979707844124,-2.016851865845563,0.0023645237017673,32.36407129853099,3.3635991447660745,24.74037188089418,38.52197451768004,1.814201935767392,3491.016,B0005,24,0.9772228539894281,331
3.558081969139198,0.2346077577627525,2.5724981777366227,4.189286794768804,-1.8826095043160835,0.4942824152307196,-2.016393908986775,0.001858378552761,32.3181954403762,3.373928317672441,24.733107699311518,38.582485834057856,1.8137521577549052,3470.281,B0005,26,0.9769805803238794,329
3.555692244172496,0.237911318298918,2.5249886697730286,4.188837765892728,-1.882536787636365,0.4942870357372934,-2.0158117255163046,0.0022664654273509,32.15709029211502,3.426023279669047,24.44798340505406,38.52029413487392,1.8134404914735824,3470.0,B0005,28,0.9768127007692818,327
3.562746818017503,0.2239260869020738,2.694621861688723,4.189110301768517,-1.8817935155260213,0.4954145192703598,-2.0193509920362724,0.0013199464372558,32.04407000314609,3.360458061989185,24.46309712112356,38.21358592965045,1.8025980036306504,3450.297,B0005,30,0.9709723768751648,325
3.5614521756489204,0.2279697917277214,2.64010141737067,4.18921207304098,-1.8921861285036712,0.4770160473926998,-2.0164420273602586,0.0030782527761262,31.93159367491153,3.385244667118977,24.32051139249706,38.1983618706913,1.80210690024615,3429.407,B0005,32,0.9707078432300708,323
3.5603420474985823,0.2329760049856253,2.573903509838096,4.188899969428112,-1.9027629207037409,0.4571130109358775,-2.016465255161054,0.00090184864654,31.941655359029298,3.4008083552683144,24.357321702352365,38.31926916027133,1.802579500826209,3409.484,B0005,34,0.9709624103091468,321
3.5591189041401865,0.2387364387680622,2.4942396831720126,4.188779799856791,-1.913347060582244,0.4358942318853322,-2.0181069603406625,-0.0004481239748701,31.965008645476725,3.414795247499799,24.382419922756025,38.4787542519308,1.8030683142834096,3390.422,B0005,36,0.9712257104811377,319
3.557886771846508,0.2414503141215667,2.4556793246645583,4.189272591516219,-1.9131602105481536,0.4361904658639456,-2.0170254305215485,0.0023375587090041,31.966241678512723,3.433369080629228,24.355030419469987,38.54659017774874,1.802777624719604,3390.281,B0005,38,0.9710691300699019,317
3.5520375235511907,0.2341656307122479,2.632142800798914,4.187614060563439,-1.8553455745575973,0.5400579358950733,-2.01684718332263,0.0059551658046401,32.37143341978575,3.358265608227543,24.54942444728521,38.44749852224995,1.8470259949329195,3591.734,B0005,41,0.994903587398902,314
3.5525668436897124,0.2441722414090925,2.5027764692056795,4.187628781108399,-1.8746995273150973,0.5078881766945342,-2.016190951623346,0.0016182635202416,32.70024990461686,3.4144547200965945,24.917503693363493,38.992275791716615,1.847417311283644,3552.297,B0005,45,0.9951143705942721,310
3.556794038327039,0.2331197356739463,2.617507742871704,4.187447226312926,-1.873827212788385,0.5090210348494151,-2.016760348146938,0.0025192157843694,32.32266411829938,3.395181230789341,24.56596639952811,38.51424197364312,1.8361774213478947,3531.578,B0005,49,0.9890599854098059,306
3.5614100044534203,0.2248463314404929,2.694074478000972,4.187344026387161,-1.883193546754683,0.493049411096651,-2.0160230713598764,0.0037933120349866,31.98795810666763,3.404274898198559,24.21658146702539,38.165816144899125,1.825780747577624,3492.907,B0005,53,0.9834597999985366,302
3.556610794781798,0.2306744963518295,2.6237674644021887,4.187438187636325,-1.873239184822504,0.51045002675325,-2.01719076462715,0.0034388887386759,31.894456524691385,3.436465900023053,24.05499065781757,38.16526203587147,1.8251136435078368,3511.594,B0005,57,0.9831004632950898,298
3.5586742170266272,0.2384585859277787,2.5010798299873738,4.18774138117799,-1.9139593751505897,0.4336815885962881,-2.016114862565665,0.0012614422239159,31.78039681801023,3.444949444530768,24.024851602995685,38.27549578575718,1.825581504220376,3431.9370000000054,B0005,61,0.9833524772367372,294
3.564103182686905,0.223712897106684,2.68499881852498,4.188261122540052,-1.9030532722310995,0.4560917837399327,-2.016863630474281,0.0031353992245556,31.688747146342205,3.4231952488727075,23.93622764909489,37.98216079918311,1.814031127508391,3431.125,B0005,65,0.977130847840027,290
3.559588063594272,0.2339906050623352,2.547109116468133,4.187338767288234,-1.9134590742247917,0.434873129767018,-2.024643671910137,0.0011043615738374,31.596747992569156,3.461139819499428,23.811534187517506,38.11100191887773,1.8147691941158937,3412.406,B0005,69,0.9775284086310274,286
3.556833231052199,0.2394720241414124,2.471314764334132,4.187560306288175,-1.913620909902553,0.43491395027052,-2.017291134571006,-3.060676830687782e-05,31.56558649878708,3.480274215150429,23.754765330883423,38.18831137948753,1.813969388710352,3410.688,B0005,73,0.9770975921350077,282
3.5624410850948944,0.2246938172828494,2.6613903306108773,4.18805176248713,-1.902581974571906,0.4573564287414881,-2.01713712589233,0.0037901043107805,31.59124667045208,3.455173082508427,23.79410930748377,37.99854111908584,1.802765665167823,3410.718,B0005,77,0.9710626880376819,278
3.5591407106855666,0.2337381121665522,2.541762355407921,4.187667484260542,-1.9130621638638965,0.4362089113558066,-2.015946028510057,0.0006901740069088,31.603485399391182,3.4825819327963465,23.80130098691845,38.194201649765226,1.804077040117352,3392.719,B0005,81,0.9717690623092357,274
3.5573161327793144,0.2244802327371113,2.628919415830567,4.2010701773378685,-1.920618117118412,0.4205282536761078,-2.0167372379007014,0.0008475435827522,31.91556385491565,3.5076959837591097,23.78129749955371,38.45796400011448,1.8518025516704488,3470.672,B0005,85,0.9974764875349149,270
3.561870782772737,0.2232655714450736,2.6312552691827045,4.1996223345495824,-1.9298830859597569,0.399294272689169,-2.0183057226929555,0.0011650883880798,32.081128118597164,3.3915014198167084,24.2036410699716,38.49126351534004,1.8307038456739428,3414.109,B0005,89,0.9861116348782738,266
